,,,,MB-clonallines-nla-karyo-plate2c1_78,MB-clonallines-nla-karyo-plate2c1_80,MB-clonallines-nla-karyo-plate2c1_82,MB-clonallines-nla-karyo-plate2c1_76,MB-clonallines-nla-karyo-plate2c1_86,MB-clonallines-nla-karyo-plate2c1_74,MB-clonallines-nla-karyo-plate2c1_84,MB-clonallines-nla-karyo-plate2c1_72,MB-clonallines-nla-karyo-plate2c1_170,MB-clonallines-nla-karyo-plate2c1_50,MB-clonallines-nla-karyo-plate2c1_132,MB-clonallines-nla-karyo-plate2c1_103,MB-clonallines-nla-karyo-plate2c1_48,MB-clonallines-nla-karyo-plate2c1_54,MB-clonallines-nla-karyo-plate2c1_108,MB-clonallines-nla-karyo-plate2c1_52,MB-clonallines-nla-karyo-plate2c1_109,MB-clonallines-nla-karyo-plate2c1_120,MB-clonallines-nla-karyo-plate2c1_56,MB-clonallines-nla-karyo-plate2c1_158,MB-clonallines-nla-karyo-plate2c1_102,MB-clonallines-nla-karyo-plate2c1_38,MB-clonallines-nla-karyo-plate2c1_106,MB-clonallines-nla-karyo-plate2c1_111,MB-clonallines-nla-karyo-plate2c1_58,MB-clonallines-nla-karyo-plate2c1_30,MB-clonallines-nla-karyo-plate2c1_13,MB-clonallines-nla-karyo-plate2c1_130,MB-clonallines-nla-karyo-plate2c1_9,MB-clonallines-nla-karyo-plate2c1_39,MB-clonallines-nla-karyo-plate2c1_229,MB-clonallines-nla-karyo-plate2c1_35,MB-clonallines-nla-karyo-plate2c1_26,MB-clonallines-nla-karyo-plate2c1_34,MB-clonallines-nla-karyo-plate2c1_24,MB-clonallines-nla-karyo-plate2c1_25,MB-clonallines-nla-karyo-plate2c1_2,MB-clonallines-nla-karyo-plate2c1_127,MB-clonallines-nla-karyo-plate2c1_32,MB-clonallines-nla-karyo-plate2c1_36,MB-clonallines-nla-karyo-plate2c1_100,MB-clonallines-nla-karyo-plate2c1_27,MB-clonallines-nla-karyo-plate2c1_105,MB-clonallines-nla-karyo-plate2c1_28,MB-clonallines-nla-karyo-plate2c1_134,MB-clonallines-nla-karyo-plate2c1_83,MB-clonallines-nla-karyo-plate2c1_128,MB-clonallines-nla-karyo-plate2c1_77,MB-clonallines-nla-karyo-plate2c1_154,MB-clonallines-nla-karyo-plate2c1_125,MB-clonallines-nla-karyo-plate2c1_75,MB-clonallines-nla-karyo-plate2c1_16,MB-clonallines-nla-karyo-plate2c1_110,MB-clonallines-nla-karyo-plate2c1_99,MB-clonallines-nla-karyo-plate2c1_131,MB-clonallines-nla-karyo-plate2c1_122,MB-clonallines-nla-karyo-plate2c1_29,MB-clonallines-nla-karyo-plate2c1_152,MB-clonallines-nla-karyo-plate2c1_129,MB-clonallines-nla-karyo-plate2c1_101,MB-clonallines-nla-karyo-plate2c1_155,MB-clonallines-nla-karyo-plate2c1_33,MB-clonallines-nla-karyo-plate2c1_17,MB-clonallines-nla-karyo-plate2c1_168,MB-clonallines-nla-karyo-plate2c1_96,MB-clonallines-nla-karyo-plate2c1_98,MB-clonallines-nla-karyo-plate2c1_19,MB-clonallines-nla-karyo-plate2c1_6,MB-clonallines-nla-karyo-plate2c1_79,MB-clonallines-nla-karyo-plate2c1_124,MB-clonallines-nla-karyo-plate2c1_126,MB-clonallines-nla-karyo-plate2c1_148,MB-clonallines-nla-karyo-plate2c1_144,MB-clonallines-nla-karyo-plate2c1_146,MB-clonallines-nla-karyo-plate2c1_107,MB-clonallines-nla-karyo-plate2c1_73,MB-clonallines-nla-karyo-plate2c1_3,MB-clonallines-nla-karyo-plate2c1_53,MB-clonallines-nla-karyo-plate2c1_14,MB-clonallines-nla-karyo-plate2c1_366,MB-clonallines-nla-karyo-plate2c1_10,MB-clonallines-nla-karyo-plate2c1_87,MB-clonallines-nla-karyo-plate2c1_145,MB-clonallines-nla-karyo-plate2c1_157,MB-clonallines-nla-karyo-plate2c1_104,MB-clonallines-nla-karyo-plate2c1_12,MB-clonallines-nla-karyo-plate2c1_97,MB-clonallines-nla-karyo-plate2c1_20,MB-clonallines-nla-karyo-plate2c1_21,MB-clonallines-nla-karyo-plate2c1_7,MB-clonallines-nla-karyo-plate2c1_11,MB-clonallines-nla-karyo-plate2c1_121,MB-clonallines-nla-karyo-plate2c1_133,MB-clonallines-nla-karyo-plate2c1_135,MB-clonallines-nla-karyo-plate2c1_31,MB-clonallines-nla-karyo-plate2c1_159,MB-clonallines-nla-karyo-plate2c1_15,MB-clonallines-nla-karyo-plate2c1_172,MB-clonallines-nla-karyo-plate2c1_156,MB-clonallines-nla-karyo-plate2c1_1,MB-clonallines-nla-karyo-plate2c1_5,MB-clonallines-nla-karyo-plate2c1_85,MB-clonallines-nla-karyo-plate2c1_8,MB-clonallines-nla-karyo-plate2c1_150,MB-clonallines-nla-karyo-plate2c1_37,MB-clonallines-nla-karyo-plate2c1_55,MB-clonallines-nla-karyo-plate2c1_18,MB-clonallines-nla-karyo-plate2c1_153,MB-clonallines-nla-karyo-plate2c1_81,MB-clonallines-nla-karyo-plate2c1_123,MB-clonallines-nla-karyo-plate2c1_0,MB-clonallines-nla-karyo-plate2c1_147,MB-clonallines-nla-karyo-plate2c1_51,MB-clonallines-nla-karyo-plate2c1_149,MB-clonallines-nla-karyo-plate2c1_61,MB-clonallines-nla-karyo-plate2c1_151,MB-clonallines-nla-karyo-plate2c1_59,MB-clonallines-nla-karyo-plate2c1_4,MB-clonallines-nla-karyo-plate2c1_69
None,17,64750000,65000000,50.0,30.0,12.0,62.0,14.0,29.0,20.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,65000000,65250000,38.0,15.0,9.0,71.0,12.0,32.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,65250000,65500000,72.0,40.0,12.0,49.0,13.0,38.0,14.0,12.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,65500000,65750000,47.0,26.0,18.0,64.0,20.0,35.0,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,65750000,66000000,64.0,20.0,20.0,75.0,4.0,26.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,66000000,66250000,54.0,12.0,16.0,59.0,22.0,40.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,66250000,66500000,71.0,26.0,10.0,49.0,10.0,38.0,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,66250000,66500000,4.0,,6.0,4.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,66500000,66750000,45.0,17.0,8.0,60.0,8.0,30.0,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,66500000,66750000,6.0,2.0,,10.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,66750000,67000000,24.0,10.0,16.0,26.0,2.0,12.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,66750000,67000000,41.0,33.0,15.0,57.0,14.0,23.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,67000000,67250000,37.0,20.0,18.0,43.0,12.0,22.0,22.0,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,67000000,67250000,6.0,10.0,6.0,8.0,4.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,67250000,67500000,36.0,36.0,32.0,44.0,16.0,15.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,67250000,67500000,6.0,4.0,4.0,8.0,2.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,67500000,67750000,67.0,24.0,11.0,51.0,18.0,32.0,18.0,5.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,67500000,67750000,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,67750000,68000000,46.0,26.0,18.0,64.0,16.0,22.0,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,67750000,68000000,18.0,2.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,68000000,68250000,17.0,18.0,12.0,25.0,4.0,10.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,68000000,68250000,18.0,20.0,6.0,16.0,6.0,14.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,68250000,68500000,23.0,9.0,9.0,25.0,8.0,22.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,68250000,68500000,10.0,6.0,6.0,22.0,4.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,68500000,68750000,37.0,14.0,5.0,42.0,14.0,21.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,68500000,68750000,16.0,12.0,2.0,22.0,4.0,6.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,68750000,69000000,48.0,26.0,14.0,56.0,14.0,19.0,13.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,68750000,69000000,8.0,2.0,4.0,16.0,8.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,69000000,69250000,12.0,8.0,6.0,28.0,8.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,69000000,69250000,31.0,3.0,16.0,10.0,6.0,13.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,69250000,69500000,44.0,7.0,22.0,48.0,20.0,33.0,22.0,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,69250000,69500000,4.0,4.0,4.0,4.0,2.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,69500000,69750000,26.0,12.0,15.0,34.0,8.0,12.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,69500000,69750000,8.0,6.0,2.0,14.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,69750000,70000000,20.0,14.0,8.0,30.0,19.0,17.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,69750000,70000000,8.0,8.0,8.0,16.0,6.0,2.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,70000000,70250000,22.0,8.0,8.0,24.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,70000000,70250000,32.0,29.0,10.0,43.0,11.0,30.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,70250000,70500000,33.0,34.0,36.0,55.0,23.0,22.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,70250000,70500000,8.0,2.0,6.0,4.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,70500000,70750000,37.0,13.0,20.0,42.0,20.0,13.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,70500000,70750000,20.0,25.0,10.0,28.0,,4.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,70750000,71000000,41.0,30.0,14.0,58.0,14.0,52.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,70750000,71000000,10.0,4.0,,8.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,71000000,71250000,49.0,24.0,6.0,41.0,12.0,12.0,19.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,71000000,71250000,22.0,6.0,12.0,22.0,10.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,71250000,71500000,16.0,8.0,4.0,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,71250000,71500000,37.0,22.0,16.0,39.0,14.0,24.0,24.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,71750000,72000000,41.0,17.0,10.0,36.0,14.0,25.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,71750000,72000000,10.0,12.0,6.0,12.0,2.0,16.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,72000000,72250000,14.0,16.0,12.0,18.0,8.0,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,72000000,72250000,29.0,5.0,6.0,38.0,6.0,21.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,72250000,72500000,33.0,18.0,8.0,34.0,3.0,7.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,72250000,72500000,36.0,16.0,10.0,20.0,8.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,72500000,72750000,37.0,21.0,20.0,41.0,11.0,28.0,10.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,72500000,72750000,6.0,6.0,5.0,12.0,6.0,14.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,72750000,73000000,44.0,29.0,18.0,35.0,19.0,14.0,13.0,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,72750000,73000000,14.0,10.0,,8.0,4.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,73000000,73250000,33.0,25.0,8.0,48.0,14.0,16.0,6.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,73000000,73250000,14.0,12.0,2.0,18.0,8.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,73250000,73500000,51.0,23.0,19.0,76.0,5.0,24.0,14.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,73250000,73500000,8.0,10.0,2.0,6.0,,14.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,73500000,73750000,55.0,15.0,12.0,49.0,22.0,25.0,19.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,73500000,73750000,2.0,5.0,8.0,4.0,2.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,73750000,74000000,32.0,30.0,12.0,30.0,20.0,18.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,73750000,74000000,12.0,5.0,6.0,12.0,4.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,74000000,74250000,28.0,13.0,14.0,7.0,8.0,10.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,74000000,74250000,28.0,14.0,12.0,22.0,6.0,18.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,17,74250000,74500000,26.0,24.0,4.0,48.0,10.0,34.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,17,74250000,74500000,17.0,19.0,15.0,29.0,5.0,20.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
