,,,,MB-clonallines-nla-karyo-plate2c7_152,MB-clonallines-nla-karyo-plate2c7_158,MB-clonallines-nla-karyo-plate2c7_148,MB-clonallines-nla-karyo-plate2c7_146,MB-clonallines-nla-karyo-plate2c7_144,MB-clonallines-nla-karyo-plate2c7_156,MB-clonallines-nla-karyo-plate2c7_150,MB-clonallines-nla-karyo-plate2c7_154,MB-clonallines-nla-karyo-plate2c7_155,MB-clonallines-nla-karyo-plate2c7_170,MB-clonallines-nla-karyo-plate2c7_101,MB-clonallines-nla-karyo-plate2c7_111,MB-clonallines-nla-karyo-plate2c7_130,MB-clonallines-nla-karyo-plate2c7_134,MB-clonallines-nla-karyo-plate2c7_14,MB-clonallines-nla-karyo-plate2c7_131,MB-clonallines-nla-karyo-plate2c7_153,MB-clonallines-nla-karyo-plate2c7_8,MB-clonallines-nla-karyo-plate2c7_7,MB-clonallines-nla-karyo-plate2c7_168,MB-clonallines-nla-karyo-plate2c7_192,MB-clonallines-nla-karyo-plate2c7_120,MB-clonallines-nla-karyo-plate2c7_26,MB-clonallines-nla-karyo-plate2c7_122,MB-clonallines-nla-karyo-plate2c7_172,MB-clonallines-nla-karyo-plate2c7_6,MB-clonallines-nla-karyo-plate2c7_35,MB-clonallines-nla-karyo-plate2c7_32,MB-clonallines-nla-karyo-plate2c7_99,MB-clonallines-nla-karyo-plate2c7_73,MB-clonallines-nla-karyo-plate2c7_159,MB-clonallines-nla-karyo-plate2c7_145,MB-clonallines-nla-karyo-plate2c7_24,MB-clonallines-nla-karyo-plate2c7_33,MB-clonallines-nla-karyo-plate2c7_123,MB-clonallines-nla-karyo-plate2c7_2,MB-clonallines-nla-karyo-plate2c7_38,MB-clonallines-nla-karyo-plate2c7_75,MB-clonallines-nla-karyo-plate2c7_103,MB-clonallines-nla-karyo-plate2c7_128,MB-clonallines-nla-karyo-plate2c7_109,MB-clonallines-nla-karyo-plate2c7_5,MB-clonallines-nla-karyo-plate2c7_34,MB-clonallines-nla-karyo-plate2c7_82,MB-clonallines-nla-karyo-plate2c7_174,MB-clonallines-nla-karyo-plate2c7_9,MB-clonallines-nla-karyo-plate2c7_3,MB-clonallines-nla-karyo-plate2c7_15,MB-clonallines-nla-karyo-plate2c7_17,MB-clonallines-nla-karyo-plate2c7_132,MB-clonallines-nla-karyo-plate2c7_80,MB-clonallines-nla-karyo-plate2c7_56,MB-clonallines-nla-karyo-plate2c7_76,MB-clonallines-nla-karyo-plate2c7_1,MB-clonallines-nla-karyo-plate2c7_25,MB-clonallines-nla-karyo-plate2c7_107,MB-clonallines-nla-karyo-plate2c7_124,MB-clonallines-nla-karyo-plate2c7_92,MB-clonallines-nla-karyo-plate2c7_178,MB-clonallines-nla-karyo-plate2c7_157,MB-clonallines-nla-karyo-plate2c7_12,MB-clonallines-nla-karyo-plate2c7_133,MB-clonallines-nla-karyo-plate2c7_28,MB-clonallines-nla-karyo-plate2c7_312,MB-clonallines-nla-karyo-plate2c7_31,MB-clonallines-nla-karyo-plate2c7_18,MB-clonallines-nla-karyo-plate2c7_36,MB-clonallines-nla-karyo-plate2c7_84,MB-clonallines-nla-karyo-plate2c7_29,MB-clonallines-nla-karyo-plate2c7_176,MB-clonallines-nla-karyo-plate2c7_13,MB-clonallines-nla-karyo-plate2c7_58,MB-clonallines-nla-karyo-plate2c7_125,MB-clonallines-nla-karyo-plate2c7_30,MB-clonallines-nla-karyo-plate2c7_83,MB-clonallines-nla-karyo-plate2c7_77,MB-clonallines-nla-karyo-plate2c7_104,MB-clonallines-nla-karyo-plate2c7_19,MB-clonallines-nla-karyo-plate2c7_106,MB-clonallines-nla-karyo-plate2c7_4,MB-clonallines-nla-karyo-plate2c7_147,MB-clonallines-nla-karyo-plate2c7_79,MB-clonallines-nla-karyo-plate2c7_20,MB-clonallines-nla-karyo-plate2c7_10,MB-clonallines-nla-karyo-plate2c7_105,MB-clonallines-nla-karyo-plate2c7_50,MB-clonallines-nla-karyo-plate2c7_97,MB-clonallines-nla-karyo-plate2c7_149,MB-clonallines-nla-karyo-plate2c7_151,MB-clonallines-nla-karyo-plate2c7_182,MB-clonallines-nla-karyo-plate2c7_85,MB-clonallines-nla-karyo-plate2c7_96,MB-clonallines-nla-karyo-plate2c7_52,MB-clonallines-nla-karyo-plate2c7_121,MB-clonallines-nla-karyo-plate2c7_86,MB-clonallines-nla-karyo-plate2c7_141,MB-clonallines-nla-karyo-plate2c7_78,MB-clonallines-nla-karyo-plate2c7_48,MB-clonallines-nla-karyo-plate2c7_127,MB-clonallines-nla-karyo-plate2c7_87,MB-clonallines-nla-karyo-plate2c7_54,MB-clonallines-nla-karyo-plate2c7_27,MB-clonallines-nla-karyo-plate2c7_74,MB-clonallines-nla-karyo-plate2c7_44,MB-clonallines-nla-karyo-plate2c7_180,MB-clonallines-nla-karyo-plate2c7_126,MB-clonallines-nla-karyo-plate2c7_11,MB-clonallines-nla-karyo-plate2c7_118,MB-clonallines-nla-karyo-plate2c7_21,MB-clonallines-nla-karyo-plate2c7_81,MB-clonallines-nla-karyo-plate2c7_39
None,19,50500000,50750000,17.0,29.0,33.0,,18.0,10.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,50750000,51000000,9.0,15.0,29.0,13.0,16.0,12.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,50750000,51000000,12.0,46.0,26.0,12.0,18.0,12.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,51000000,51250000,14.0,42.0,40.0,16.0,24.0,11.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,51000000,51250000,6.0,20.0,12.0,4.0,14.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,51250000,51500000,14.0,90.0,72.0,35.0,54.0,11.0,17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,51500000,51750000,18.0,41.0,57.0,19.0,38.0,22.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,51750000,52000000,12.0,18.0,30.0,12.0,24.0,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,51750000,52000000,12.0,32.0,30.0,12.0,30.0,10.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,52000000,52250000,4.0,14.0,18.0,10.0,10.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,52000000,52250000,19.0,52.0,54.0,26.0,45.0,6.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,52250000,52500000,22.0,70.0,72.0,25.0,48.0,20.0,31.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,52500000,52750000,38.0,83.0,84.0,36.0,94.0,24.0,50.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,52750000,53000000,10.0,23.0,16.0,14.0,14.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,52750000,53000000,21.0,60.0,66.0,19.0,51.0,22.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,53000000,53250000,30.0,99.0,59.0,30.0,80.0,36.0,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,53000000,53250000,2.0,2.0,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,53250000,53500000,25.0,86.0,97.0,33.0,59.0,42.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,53250000,53500000,12.0,14.0,2.0,4.0,6.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,53500000,53750000,45.0,117.0,90.0,67.0,93.0,42.0,38.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,53750000,54000000,28.0,75.0,76.0,36.0,78.0,26.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,53750000,54000000,4.0,8.0,10.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,54000000,54250000,26.0,81.0,90.0,40.0,59.0,28.0,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,54250000,54500000,46.0,98.0,58.0,32.0,66.0,19.0,26.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,54250000,54500000,4.0,2.0,8.0,2.0,6.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,54500000,54750000,37.0,110.0,105.0,39.0,85.0,26.0,38.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,54750000,55000000,38.0,108.0,79.0,41.0,84.0,23.0,35.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,54750000,55000000,2.0,4.0,4.0,6.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,55000000,55250000,35.0,94.0,98.0,49.0,85.0,24.0,31.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,55000000,55250000,6.0,12.0,14.0,,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,55250000,55500000,2.0,22.0,20.0,6.0,8.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,55250000,55500000,41.0,115.0,82.0,33.0,58.0,19.0,41.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,55500000,55750000,38.0,107.0,85.0,35.0,49.0,7.0,12.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,55500000,55750000,6.0,18.0,18.0,6.0,24.0,2.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,55750000,56000000,35.0,107.0,110.0,36.0,83.0,27.0,34.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,55750000,56000000,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,56000000,56250000,45.0,96.0,83.0,32.0,66.0,40.0,36.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,56000000,56250000,4.0,8.0,6.0,,6.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,56250000,56500000,42.0,67.0,107.0,42.0,61.0,35.0,6.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,56250000,56500000,8.0,24.0,20.0,6.0,22.0,8.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,56500000,56750000,50.0,102.0,114.0,40.0,82.0,33.0,26.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,56750000,57000000,42.0,91.0,101.0,51.0,70.0,32.0,40.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,57000000,57250000,26.0,75.0,50.0,24.0,47.0,14.0,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,57000000,57250000,16.0,40.0,42.0,22.0,40.0,20.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,57250000,57500000,23.0,68.0,75.0,29.0,68.0,24.0,32.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,57250000,57500000,10.0,24.0,44.0,26.0,36.0,6.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,57500000,57750000,18.0,50.0,62.0,37.0,50.0,18.0,22.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,57500000,57750000,10.0,14.0,16.0,2.0,20.0,10.0,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,57750000,58000000,12.0,26.0,30.0,10.0,16.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,57750000,58000000,14.0,66.0,39.0,25.0,57.0,8.0,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,58000000,58250000,19.0,67.0,80.0,31.0,51.0,24.0,22.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,58000000,58250000,14.0,46.0,30.0,22.0,18.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,58250000,58500000,38.0,73.0,59.0,33.0,46.0,26.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,58250000,58500000,20.0,28.0,30.0,12.0,24.0,14.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,58500000,58750000,21.0,81.0,90.0,36.0,71.0,28.0,26.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,58500000,58750000,2.0,2.0,4.0,6.0,6.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,58750000,59000000,36.0,70.0,119.0,29.0,78.0,31.0,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,58750000,59000000,8.0,6.0,8.0,6.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,59000000,59250000,43.0,98.0,89.0,43.0,74.0,25.0,29.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,59000000,59250000,4.0,6.0,10.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,59250000,59500000,21.0,56.0,68.0,19.0,68.0,10.0,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,59250000,59500000,6.0,26.0,27.0,12.0,26.0,6.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,59500000,59750000,26.0,52.0,50.0,32.0,58.0,22.0,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,59500000,59750000,16.0,29.0,35.0,26.0,38.0,14.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,59750000,60000000,25.0,40.0,33.0,22.0,36.0,12.0,11.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,59750000,60000000,6.0,38.0,50.0,14.0,32.0,10.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,60000000,60250000,20.0,43.0,44.0,20.0,36.0,4.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,60000000,60250000,18.0,36.0,46.0,22.0,35.0,10.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,60250000,60500000,24.0,40.0,40.0,26.0,40.0,16.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,60250000,60500000,20.0,50.0,24.0,10.0,41.0,10.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,60500000,60750000,30.0,64.0,48.0,14.0,34.0,16.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,60500000,60750000,22.0,34.0,48.0,26.0,25.0,16.0,9.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,60750000,61000000,6.0,40.0,56.0,20.0,40.0,12.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,60750000,61000000,26.0,55.0,46.0,29.0,44.0,16.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,19,61000000,61250000,16.0,38.0,41.0,28.0,28.0,14.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,19,61000000,61250000,14.0,26.0,26.0,18.0,16.0,12.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
