,,,,MB-clonallines-nla-karyo-plate1c1_30,MB-clonallines-nla-karyo-plate1c1_38,MB-clonallines-nla-karyo-plate1c1_32,MB-clonallines-nla-karyo-plate1c1_24,MB-clonallines-nla-karyo-plate1c1_34,MB-clonallines-nla-karyo-plate1c1_28,MB-clonallines-nla-karyo-plate1c1_36,MB-clonallines-nla-karyo-plate1c1_26,MB-clonallines-nla-karyo-plate1c1_78,MB-clonallines-nla-karyo-plate1c1_99,MB-clonallines-nla-karyo-plate1c1_27,MB-clonallines-nla-karyo-plate1c1_107,MB-clonallines-nla-karyo-plate1c1_109,MB-clonallines-nla-karyo-plate1c1_33,MB-clonallines-nla-karyo-plate1c1_39,MB-clonallines-nla-karyo-plate1c1_50,MB-clonallines-nla-karyo-plate1c1_144,MB-clonallines-nla-karyo-plate1c1_130,MB-clonallines-nla-karyo-plate1c1_29,MB-clonallines-nla-karyo-plate1c1_58,MB-clonallines-nla-karyo-plate1c1_77,MB-clonallines-nla-karyo-plate1c1_197,MB-clonallines-nla-karyo-plate1c1_105,MB-clonallines-nla-karyo-plate1c1_103,MB-clonallines-nla-karyo-plate1c1_97,MB-clonallines-nla-karyo-plate1c1_111,MB-clonallines-nla-karyo-plate1c1_101,MB-clonallines-nla-karyo-plate1c1_102,MB-clonallines-nla-karyo-plate1c1_48,MB-clonallines-nla-karyo-plate1c1_56,MB-clonallines-nla-karyo-plate1c1_159,MB-clonallines-nla-karyo-plate1c1_35,MB-clonallines-nla-karyo-plate1c1_146,MB-clonallines-nla-karyo-plate1c1_54,MB-clonallines-nla-karyo-plate1c1_75,MB-clonallines-nla-karyo-plate1c1_73,MB-clonallines-nla-karyo-plate1c1_4,MB-clonallines-nla-karyo-plate1c1_125,MB-clonallines-nla-karyo-plate1c1_15,MB-clonallines-nla-karyo-plate1c1_128,MB-clonallines-nla-karyo-plate1c1_131,MB-clonallines-nla-karyo-plate1c1_17,MB-clonallines-nla-karyo-plate1c1_31,MB-clonallines-nla-karyo-plate1c1_81,MB-clonallines-nla-karyo-plate1c1_86,MB-clonallines-nla-karyo-plate1c1_100,MB-clonallines-nla-karyo-plate1c1_148,MB-clonallines-nla-karyo-plate1c1_158,MB-clonallines-nla-karyo-plate1c1_154,MB-clonallines-nla-karyo-plate1c1_52,MB-clonallines-nla-karyo-plate1c1_80,MB-clonallines-nla-karyo-plate1c1_76,MB-clonallines-nla-karyo-plate1c1_98,MB-clonallines-nla-karyo-plate1c1_122,MB-clonallines-nla-karyo-plate1c1_127,MB-clonallines-nla-karyo-plate1c1_1,MB-clonallines-nla-karyo-plate1c1_25,MB-clonallines-nla-karyo-plate1c1_132,MB-clonallines-nla-karyo-plate1c1_8,MB-clonallines-nla-karyo-plate1c1_74,MB-clonallines-nla-karyo-plate1c1_79,MB-clonallines-nla-karyo-plate1c1_85,MB-clonallines-nla-karyo-plate1c1_104,MB-clonallines-nla-karyo-plate1c1_82,MB-clonallines-nla-karyo-plate1c1_156,MB-clonallines-nla-karyo-plate1c1_106,MB-clonallines-nla-karyo-plate1c1_87,MB-clonallines-nla-karyo-plate1c1_168,MB-clonallines-nla-karyo-plate1c1_126,MB-clonallines-nla-karyo-plate1c1_13,MB-clonallines-nla-karyo-plate1c1_20,MB-clonallines-nla-karyo-plate1c1_134,MB-clonallines-nla-karyo-plate1c1_150,MB-clonallines-nla-karyo-plate1c1_120,MB-clonallines-nla-karyo-plate1c1_5,MB-clonallines-nla-karyo-plate1c1_155,MB-clonallines-nla-karyo-plate1c1_84,MB-clonallines-nla-karyo-plate1c1_42,MB-clonallines-nla-karyo-plate1c1_9,MB-clonallines-nla-karyo-plate1c1_37,MB-clonallines-nla-karyo-plate1c1_16,MB-clonallines-nla-karyo-plate1c1_108,MB-clonallines-nla-karyo-plate1c1_96,MB-clonallines-nla-karyo-plate1c1_152,MB-clonallines-nla-karyo-plate1c1_124,MB-clonallines-nla-karyo-plate1c1_72,MB-clonallines-nla-karyo-plate1c1_147,MB-clonallines-nla-karyo-plate1c1_121,MB-clonallines-nla-karyo-plate1c1_157,MB-clonallines-nla-karyo-plate1c1_12,MB-clonallines-nla-karyo-plate1c1_14,MB-clonallines-nla-karyo-plate1c1_235,MB-clonallines-nla-karyo-plate1c1_83,MB-clonallines-nla-karyo-plate1c1_23,MB-clonallines-nla-karyo-plate1c1_133,MB-clonallines-nla-karyo-plate1c1_145,MB-clonallines-nla-karyo-plate1c1_153,MB-clonallines-nla-karyo-plate1c1_18,MB-clonallines-nla-karyo-plate1c1_135,MB-clonallines-nla-karyo-plate1c1_110,MB-clonallines-nla-karyo-plate1c1_6,MB-clonallines-nla-karyo-plate1c1_129
None,8,115750000,116000000,49.0,91.0,81.0,74.0,72.0,49.0,80.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,116000000,116250000,58.0,68.0,103.0,62.0,76.0,26.0,61.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,116250000,116500000,54.0,57.0,87.0,64.0,62.0,28.0,72.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,116500000,116750000,69.0,79.0,130.0,81.0,64.0,22.0,64.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,116750000,117000000,48.0,94.0,122.0,72.0,79.0,24.0,57.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,117000000,117250000,48.0,78.0,85.0,70.0,68.0,25.0,76.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,117250000,117500000,51.0,80.0,97.0,72.0,67.0,24.0,68.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,117500000,117750000,60.0,82.0,91.0,46.0,72.0,38.0,63.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,117750000,118000000,56.0,102.0,91.0,59.0,80.0,39.0,57.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,118000000,118250000,70.0,81.0,84.0,85.0,64.0,32.0,50.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,118250000,118500000,90.0,75.0,121.0,68.0,69.0,34.0,68.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,118500000,118750000,73.0,110.0,147.0,74.0,63.0,28.0,62.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,118750000,119000000,67.0,89.0,89.0,91.0,68.0,39.0,68.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,119000000,119250000,66.0,95.0,110.0,59.0,79.0,38.0,95.0,37.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,119250000,119500000,55.0,79.0,112.0,44.0,54.0,36.0,67.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,119500000,119750000,49.0,72.0,113.0,58.0,29.0,32.0,54.0,52.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,119750000,120000000,48.0,67.0,103.0,60.0,64.0,19.0,62.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,120000000,120250000,47.0,79.0,88.0,72.0,52.0,27.0,49.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,120500000,120750000,52.0,69.0,75.0,39.0,53.0,27.0,69.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,120750000,121000000,62.0,67.0,74.0,56.0,63.0,27.0,66.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,121000000,121250000,40.0,62.0,93.0,48.0,81.0,20.0,69.0,38.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,121000000,121250000,6.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,121000000,121250000,2.0,,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,121250000,121500000,41.0,55.0,54.0,37.0,42.0,32.0,67.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,121250000,121500000,6.0,8.0,2.0,4.0,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,121250000,121500000,6.0,4.0,6.0,2.0,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,121500000,121750000,2.0,4.0,4.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,121750000,122000000,6.0,10.0,15.0,10.0,12.0,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,121750000,122000000,20.0,26.0,52.0,36.0,46.0,17.0,41.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,121750000,122000000,6.0,20.0,22.0,24.0,20.0,,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,122000000,122250000,26.0,39.0,52.0,45.0,47.0,18.0,47.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,122000000,122250000,19.0,12.0,16.0,14.0,18.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,122000000,122250000,18.0,12.0,24.0,8.0,10.0,12.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,122250000,122500000,42.0,52.0,84.0,57.0,32.0,24.0,58.0,31.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,122250000,122500000,2.0,6.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,122500000,122750000,51.0,63.0,51.0,27.0,58.0,16.0,49.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,122500000,122750000,14.0,18.0,14.0,4.0,4.0,,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,122500000,122750000,4.0,14.0,12.0,8.0,2.0,3.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,122750000,123000000,6.0,6.0,14.0,4.0,6.0,2.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,122750000,123000000,64.0,58.0,56.0,48.0,29.0,31.0,66.0,37.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,122750000,123000000,8.0,6.0,10.0,,6.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,123000000,123250000,46.0,54.0,86.0,45.0,44.0,14.0,45.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,123000000,123250000,4.0,,8.0,10.0,10.0,2.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,123000000,123250000,12.0,2.0,8.0,8.0,14.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,123250000,123500000,12.0,4.0,12.0,6.0,8.0,2.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,123250000,123500000,52.0,39.0,53.0,42.0,39.0,14.0,43.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,123250000,123500000,6.0,6.0,10.0,12.0,8.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,123500000,123750000,33.0,36.0,52.0,42.0,38.0,8.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,123750000,124000000,35.0,74.0,85.0,54.0,62.0,34.0,47.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,123750000,124000000,6.0,16.0,8.0,12.0,12.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,123750000,124000000,4.0,8.0,12.0,6.0,2.0,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,124000000,124250000,68.0,73.0,86.0,64.0,63.0,32.0,51.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,124000000,124250000,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,124250000,124500000,61.0,51.0,70.0,61.0,47.0,27.0,63.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,124250000,124500000,10.0,6.0,7.0,10.0,8.0,2.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,124500000,124750000,26.0,55.0,66.0,30.0,50.0,6.0,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,124500000,124750000,4.0,14.0,12.0,6.0,10.0,8.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,124500000,124750000,12.0,20.0,30.0,8.0,8.0,8.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,124750000,125000000,2.0,8.0,10.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,124750000,125000000,43.0,59.0,79.0,58.0,60.0,28.0,46.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,125000000,125250000,69.0,87.0,96.0,53.0,61.0,37.0,77.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,125250000,125500000,57.0,69.0,88.0,72.0,96.0,26.0,76.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,125500000,125750000,71.0,63.0,92.0,62.0,68.0,27.0,76.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,125750000,126000000,53.0,75.0,84.0,32.0,64.0,45.0,82.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,126000000,126250000,48.0,79.0,75.0,48.0,52.0,34.0,70.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,126250000,126500000,66.0,75.0,65.0,61.0,45.0,24.0,47.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,126250000,126500000,6.0,4.0,4.0,6.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,126500000,126750000,57.0,85.0,119.0,60.0,58.0,50.0,70.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,126500000,126750000,6.0,6.0,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,126500000,126750000,2.0,2.0,8.0,4.0,2.0,2.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,126750000,127000000,68.0,65.0,94.0,55.0,51.0,16.0,45.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,126750000,127000000,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,127000000,127250000,66.0,91.0,77.0,65.0,65.0,42.0,81.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,127000000,127250000,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,127000000,127250000,2.0,4.0,2.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,127250000,127500000,78.0,92.0,119.0,72.0,67.0,35.0,101.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,127500000,127750000,42.0,58.0,75.0,48.0,42.0,27.0,61.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,127500000,127750000,12.0,6.0,20.0,14.0,6.0,4.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,127500000,127750000,8.0,6.0,18.0,10.0,6.0,8.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,8,127750000,128000000,36.0,104.0,100.0,54.0,67.0,25.0,76.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,8,127750000,128000000,14.0,12.0,8.0,4.0,10.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,8,127750000,128000000,8.0,8.0,10.0,2.0,12.0,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
