sampleName,,,,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_5,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_2,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_6,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_7,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_3,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_4,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_1,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_121,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_43,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_196,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_175,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_331,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_296,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_259,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_167,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_202,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_379,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_283,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_26,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_19,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_21,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_186,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_136,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_161,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_241,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_192,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_36,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_313,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_124,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_112,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_328,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_353,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_303,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_229,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_351,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_253,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_224,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_148,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_300,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_246,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_334,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_215,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_275,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_78,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_269,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_311,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_200,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_213,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_132,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_368,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_89,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_183,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_337,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_71,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_266,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_232,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_376,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_37,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_226,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_42,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_227,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_79,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_157,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_298,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_75,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_150,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_96,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_279,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_48,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_220,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_258,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_99,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_44,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_69,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_95,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_34,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_171,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_346,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_338,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_381,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_142
12,129S1_SvImJ,114682729,114682764.D,4.0,2.0,14.0,4.0,26.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682765.D,114682766.D,114682767.D,114682768.D,114682769.D,114682770.D,114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D",,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D",,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",2.0,,,4.0,2.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682784.D",,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682784.D,114682785.D,114682786.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,114682790.D,114682791.D,114682792.D,114682793.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682785.D,114682786.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,114682785.D,114682786.D,114682787.D,114682788.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682764.D,A.114682787.I,T.114682786.I,T.114682788.I",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682766.D,2.0,,2.0,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682766.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682766.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682767.D,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682767.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682770.D,,,2.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682770.D,114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D",,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682770.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D",,,,2.0,58.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D",,,,,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D",,,,,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,114682790.D,114682791.D,114682792.D,114682793.D,114682794.D",4.0,,,8.0,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,114682943.D",,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682771.D,114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,G.114682740.I",,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682772.D,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682772.D,114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682772.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682772.D,114682784.D,114682785.D,114682786.D",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D",,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D",,,,2.0,2.0,234.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D",4.0,,60.0,,84.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D",,,10.0,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682797.D",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682941.D",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682773.D,114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,T.114682736.I",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682774.D,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D",2.0,,,8.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D",4.0,,,352.0,2.0,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D",,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D",14.0,432.0,512.0,296.0,288.0,6.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D",,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D",,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682788.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682906.D",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682940.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682943.D",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682945.D",,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,A.114682733.I",,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,G.114682732.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,T.114682736.I",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682938.D",,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682943.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682774.D,114682775.D,114682776.D,114682777.D,114682778.D,114682785.D,114682786.D,114682787.D,114682788.D",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D",6.0,6.0,8.0,10.0,2.0,18.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D",,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D",,6.0,4.0,2.0,,4.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D",,14.0,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,114682790.D,114682791.D",,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682775.D,114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682785.D,114682786.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682776.D,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682776.D,114682777.D,114682778.D",,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682776.D,114682777.D,114682778.D,114682779.D",,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682776.D,114682777.D,114682778.D,114682779.D,114682780.D",26.0,44.0,38.0,104.0,42.0,58.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,"114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D",,14.0,,532.0,122.0,886.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
